-3,-17
4,-13
-3,-14
-16,5
-2,-10
3,23
3,-11
6,-1
4,-12
-6,3
-20,9
6,22
-19,-3
-5,-3
12,6
-16,14
-9,-23
-8,23
-7,3
0,7
7,21
-16,2
-12,-15
-4,-4
-13,-2
-8,-9
-10,14
-10,-7
19,-7
-3,19
-12,12
17,3
-9,0
3,17
10,-21
-5,1
19,15
-9,4
-5,-10
-12,10
-21,8
14,13
11,12
-20,-8
23,4
6,15
15,13
-6,15
-5,10
16,10
